mechanism,het,info,concentration,n,outcome_from,coef_spread,miss,n_pat,cov30,eff_pat,prev,mean_impute,mean_indicator,tuned_impute,tuned_indicator,safe_adaptive,safe_oracle,delta_vs_tuned_ind,p_vs_tuned_ind,wins,n_folds,kappa_median
MCAR,0.5,1.5,0.5,4000,pattern,0.49149355195770855,0.11584375,60,0.8565,13.95740703241044,0.10125,0.4938817355558842,0.6246831222908303,0.4958681839067605,0.6263793358684006,0.6263793358684006,0.6311693564339006,0.0,1.0,0,25,1000000000.0
MCAR,0.5,1.5,0.1,1000,pattern,0.4990821606464876,0.1161875,197,0.0,150.21272667168074,0.101,0.5754186448512951,0.5472958757251312,0.5709765965460802,0.5473038175475757,0.5471217848246028,0.5600018902089983,-0.00018203272297286465,0.6547208460185769,1,25,1000000000.0
MCAR,0.5,1.5,0.1,4000,pattern,0.5027305996624527,0.11921875,215,0.3665,161.16511830275894,0.09925,0.45253238675357765,0.461164257585298,0.45244659335002096,0.4613288710681009,0.4667977290930718,0.49125149083499153,0.0054688580249709195,0.13295729296233563,11,25,1000.0
MCAR,1.5,0.0,0.9,1000,pattern,1.3259711107411731,0.1224375,12,0.943,2.973572115717008,0.105,0.760777508813563,0.8804273787738882,0.7576076815983533,0.8806181309932823,0.8805527325392352,0.8848904742908938,-6.539845404706756e-05,0.4906926602847972,13,25,1000000000.0
MCAR,1.5,0.0,0.9,4000,pattern,1.3110523515561932,0.15184375,12,0.982,2.867321830264796,0.09575,0.6918542951527935,0.6882608013113622,0.6914675048869475,0.6868849672173759,0.792272794383531,0.8021726713181293,0.10538782716615519,5.960464477539063e-08,25,25,100.0
MCAR,1.5,0.0,0.5,1000,pattern,1.44695951595346,0.1178125,57,0.702,14.345958887345661,0.103,0.4200014184049715,0.37610222272364413,0.4208836757839676,0.3831524550112938,0.43844387654545736,0.4824848343372836,0.055291421534163644,0.00037799533287222436,20,25,300.0
MCAR,1.5,0.0,0.5,4000,pattern,1.4744806558731254,0.11584375,60,0.8565,13.95740703241044,0.101,0.49735258191974974,0.6340314999495962,0.5014762660175375,0.6419697433657536,0.6404871348091828,0.6492415878211909,-0.0014826085565708658,0.27332167829229814,1,25,1000000000.0
MCAR,1.5,0.0,0.1,1000,pattern,1.4972464819394624,0.1161875,197,0.0,150.21272667168074,0.098,0.4122822300050749,0.3968791887085167,0.414462311928745,0.404943471532745,0.39898407097613875,0.43944415997573677,-0.005959400556606176,1.0,4,25,1000000000.0
MCAR,1.5,0.0,0.1,4000,pattern,1.5081917989873581,0.11921875,215,0.3665,161.16511830275894,0.10325,0.2902984646485034,0.2900995935863618,0.2892076188273955,0.29007253051498927,0.31405050505733667,0.329522205186276,0.023977974542347454,0.00021367000439069728,17,25,1000.0
MCAR,1.5,1.5,0.9,1000,pattern,1.3259711107411731,0.1224375,12,0.943,2.973572115717008,0.103,0.754820312604862,0.8501032778763258,0.7551615537330867,0.8441133393375888,0.8439632050218014,0.8475561813267463,-0.0001501343157874979,0.688613969687663,9,25,1000000000.0
MCAR,1.5,1.5,0.9,4000,pattern,1.3110523515561932,0.15184375,12,0.982,2.867321830264796,0.09725,0.7441023479536453,0.7877967412152911,0.7438098889297641,0.7865871395600808,0.8408864518213298,0.848979094871024,0.05429931226124911,5.960464477539063e-08,25,25,300.0
MCAR,1.5,1.5,0.5,1000,pattern,1.44695951595346,0.1178125,57,0.702,14.345958887345661,0.1,0.45821035850248293,0.4363057218347722,0.45892170837310386,0.4377844672318383,0.4603428648556981,0.5093448536151824,0.022558397623859756,0.0007239534999888531,16,25,1000.0
MCAR,1.5,1.5,0.5,4000,pattern,1.4744806558731254,0.11584375,60,0.8565,13.95740703241044,0.1005,0.48019504254854206,0.6331936909886619,0.4834833675866804,0.642532789633118,0.6421096909817829,0.651425855363639,-0.0004230986513351054,0.31731050786291415,0,25,1000000000.0
MCAR,1.5,1.5,0.1,1000,pattern,1.4972464819394624,0.1161875,197,0.0,150.21272667168074,0.102,0.3952335502751726,0.36962221249339583,0.3890219273519684,0.3705625543141473,0.37173109538050647,0.4048119062603645,0.0011685410663591612,0.6547208460185769,1,25,1000000000.0
MCAR,1.5,1.5,0.1,4000,pattern,1.5081917989873581,0.11921875,215,0.3665,161.16511830275894,0.1,0.27742773991651837,0.2749513317527766,0.2769618507553807,0.2744033880153047,0.2851047580710668,0.31289452430537695,0.01070137005576219,0.007481778161526851,12,25,1000.0
